ID,kidon,phylum,class,order,family,genus,s2003,s2005,s2006,s2007,s2015,s2017,s2019,s2021,s2023,s2050,s3013,s3016,s3017,s3029,s3037,s4001,s4005,s4007,s4016,s4018,s4028,s4029,s4032,s5001,s5010,s5011,s5014,s5026,s5030,s6010,s6011,s6016,s6017,s7005,s7006,s7011,s7012,s7014,s7022,s7025,s7033,s7039,s7041,s7064,s7065,s7067,s7071,s2002,s2004,s2008,s2014,s2033,s2047,s2051,s3009,s3012,s3018,s3020,s3021,s3025,s3026,s3039,s3041,s4023,s4030,s4033,s4034,s5007,s5009,s5012,s5020,s5022,s5028,s5032,s6001,s6006,s6013,s6022,s6025,s7002,s7010,s7013,s7015,s7036,s7038,s7042,s7046,s7047,s7048,s7049,s7050,s7056,s7057,s7058,s2009,s2012,s2013,s2024,s2027,s2037,s2041,s2042,s2044,s2045,s2048,s2049,s3002,s3007,s3010,s3040,s4003,s4010,s4012,s4013,s4014,s4015,s4019,s4022,s5004,s5017,s5018,s5019,s5021,s5024,s5025,s5034,s6008,s6009,s6012,s6018,s6019,s6020,s6026,s6031,s6032,s6033,s7019,s7052,s7068,s7070
s__Butyrivibrio_crossotus,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Butyrivibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496915,0,0.0350742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Solobacterium_moorei,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,0,0,0,0,0,0,0,0.00133338,0,0.00147001,0,0,0,0,0,0,0,0,0.00723028,0.000140215,0.00787193,0.000380019,0.0101304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102009,0.00159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000730012,0,0.00697055,0,0,0,0.00228004,0,0,0.00473074,0,0.0113363,0,0,0.000810151,0,0,0.00212002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00471095,0.00104012,0,0,0.00309028,0,0,0,0,0,0,0,0,0,0,0,0,0.0077314,0,0,0,0,0,0,0.00233027,0,0,0,0,0,0,0
s__Streptococcus_macedonicus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000340763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329097,0,0,0,0,0,0.0079809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_methylpentosum,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901104,0,0,0,0.00174007,0,0,0,0,0,0,0,0,0.00607042,0.00153,0,0,0,0,0,0.00875999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01318,0,0.00721022,0,0.00913044
s__Enterococcus_sulfureus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Cryptobacterium_curtum,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Coriobacteriales,f__Coriobacteriaceae,g__Cryptobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000290181,0,0,0,0,0,0,0.00485698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00262053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_sp_D5,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaeroglobus_geminatus,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,g__Anaeroglobus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00406067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00690032,0,0,0,0,0,0,0,0,0,0,0.051448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Haemophilus_pittmaniae,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Actinomyces_viscosus,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000543555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186852,0,0,0,0,0,0,0,0.00212166,0,0,0,0,0.00037083,0,0,0.00742256,0,0.00279003,0,0,0,0,0,0.00451029,0,0,0,0,0,0.000160006,0,0.000650054,0,0,0,0,0.00811138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110022,0,0,0,0,0,0,0,0.00387055,0,0,0.00127027,0,0,0,0,0,0.00105019,0,0,0,0,0,0,0.00224026,0,0,0,0.00288003,0,0,0.00785038
s__Haemophilus_haemolyticus,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133,0,0,0,0,0,0,0.00107048,0,0,0,0,0,0,0,0,0,0,0,0.00131045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598969,0,0,0,0.00349003,0,0,0
s__Eubacterium_infirmum,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII_Incertae_Sedis,g__Clostridiales_Family_XIII_Incertae_Sedis_noname,0,0,0.000501831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333,0,0,0,0.00233838,0,0,0,0,0.00649051,0,0.00633394,0,0,0,0,0.000670104,0,0.00782125,0,0.0149551,0,0,0,0.000490006,0.000230027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319054,0,0.00178012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00562067,0,0,0,0.00293595,0,0,0,0,0,0.000180038,0,0,0,0,0,0.00225041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020201
s__Actinobacillus_unclassified,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Actinobacillus,0,0,0,0,0,0,0,0,0.00201001,0,0,0,0,0.021643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026107,0,0,0,0,0.0033,0,0,0,0,0,0,0.00302136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657076,0,0,0,0.00253003,0,0,0
s__Enterococcus_mundtii,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Fusobacterium_nucleatum,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Rothia_unclassified,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Rothia,0,0,0,0,0,0,0,0.000220559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113,0,0,0,0,0,0.000510043,0.00921911,0,0,0,0.00156,0,0,0,0,0,0.00250067,0,0,0,0,0.00252,0,0,0,0,0,0,0,0,0,0.000460009,0.00464364,0,0,0,0,0.000350785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231009,0,0,0,0,0.00304034,0,0,0,0,0,0,0,0,0.00452916,0,0,0,0,0,0,0,0.00288058,0.00127015,0,0,0.00131012,0,0,0,0,0,0,0.0019104,0,0,0,0,0,0,0.00425,0.00768005,0,0,0,0,0,0,0,0,0,0,0.00137,0.00697034
s__Lactobacillus_sakei,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176043,0,0,0,0,0,0,0,0,0,0,0.05425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_sp_BS35b,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Shigella_sonnei,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Shigella,0,0,0,0,0,0,0.02832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Parvimonas_unclassified,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XI_Incertae_Sedis,g__Parvimonas,0,0,0,0,0,0,0,0,0,0,0.00236377,0,0,0,0,0,0,0,0,0,0.00151037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563,0,0,0,0,0,0,0.00378,0,0,0,0,0,0,0,0,0.00407032,0,0.0106566,0,0,0,0,0,0,0,0,0.000390134,0,0,0,0,0.0107112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623106,0,0,0,0,0,0,0,0,0.00719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000580017,0,0
s__Streptococcus_oligofermentans,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,0,0,0,0,0,0,0,0,0.00168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02043,0,0,0,0.00154879,0,0,0,0,0,0.00226102,0.019242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233028,0,0,0,0,0,0,0,0,0,0.00219046,0,0,0,0,0,0.00280051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Rothia_dentocariosa,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Rothia,0,0,0,0,0,0,0,0,0,0,0,0,0.00107046,0,0,0,0,0,0,0.00304467,0,0,0.00177007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000468949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00384173,0.01607,0,0,0.00275216,0,0,0,0,0.00288646,0,0,0.0008703,0,4.00E-05,0,0,0,0,0,0.0115007,0,0,0,0,0,0.00401016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113023,0,0,0,0,0,0,0,0,0,0,0,0,0.00102009,0,0,0,7.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Peptostreptococcus_stomatis,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288023,0,0.0382438,0,0,0,0,0,0,0,0,0,0.000310058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00792135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_cylindroides,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelotrichaceae_noname,0,0,0,0,0,0,0,0,0,0,0,0.0385406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Pseudoflavonifractor_capillosus,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_noname,g__Pseudoflavonifractor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00417016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01425,0,0,0,0,0,0,0,0,0,0,0,0.00572,0,0,0,0,0,0,0,0,0,0.00774,0,0,0,0,0,0,0,0,0.00602015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182005,0,0
s__Corynebacterium_durum,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,0,0,0,0,0,0,0,0,0,0,0,0,0.000970418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212,0,0,0.00115031,0,0,0,0,0,0,0,0.00823065,0,0,0,0.00308139,0,0,0,0.00147115,0,0,0,0,0,0,0,0.00084029,0,0.0119101,0,0,0,0,0,0.0062604,0,0,0,0,0.00164599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510025
s__Granulicatella_elegans,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116028,0,0.00311013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00884,0,0,0,0,0,0,0,0,0,0,0.0306491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Gardnerella_vaginalis,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,0,0,0,0,0,0,0.00187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0,0,0,0,0,0,0,0,0,0,0,0.00619518,0,0,0,0,0,0,0,0.00646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00704635,0,0,0,0,0.0221518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322,0,0,0,0,0
s__Streptococcus_tigurinus,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,0,0,0,0,0,0,0,0,0.00511001,0,0,0,0,0,0,0,0,0,0,0.00175269,0,0,0.00135006,0,0,0,0,0,0,0.000936659,0,0,0,0,0,0,0,0,0,0,0,0,0.00671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510259,0,0,0,0.0075334,0.00132082,0,0,0.00120094,0,0.00358056,0,0,0.000831862,0,0,0.00333115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000710008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027704,0,0,0.00427089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Alloscardovia_omnicolens,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Alloscardovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00529035,0,0,0,0,0,0,0.00142008,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107154,0.0362712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000642336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Pseudomonas_unclassified,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Haemophilus_paraphrohaemolyticus,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00394004,0,0,0
s__Actinomyces_oris,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175525,0,0,0,0,0,0,0,0.0020416,0,0,0,0,0,0,0,0.000670231,0,0.00239003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173002,0,0,0
s__Pseudomonas_fragi,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Leuconostoc_citreum,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Leuconostoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000510125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00697079,0,0.00133023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422009,0,0,0.022164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
